order_id,order_date,order_time,shop_location_longitude,shop_location_latitude,shop_location_district,shop_location_country,shop_location_city,dropoff_longitude,dropoff_latitude,food_category,food_price_per_piece (US dollar),food_quantity_per_order,order_status,cost_of_successful_purchase _per_order (US dollar),,
id0531829,30/6/59,22:57:07,-73.98435211,40.73694229,Midtown Manhattan,USA,New York,-73.96224213,40.75904846,Pizza,2,8,Success,19,,
id1534831,30/6/59,22:56:20,-73.98747253,40.73254776,Midtown Manhattan,USA,New York,-73.98226929,40.72357941,Asian noodle,1.5,1,Cancel,0,,
id0701015,30/6/59,22:55:09,-73.99124146,40.72387695,Midtown Manhattan,USA,New York,-74.0056076,40.73684692,Tacos,12,1,Success,14,,
id3953534,30/6/59,22:54:49,-73.98435974,40.7430687,Midtown Manhattan,USA,New York,-73.9985733,40.7543602,Fried Chicken,13,2,Success,28,,
id1308073,30/6/59,22:54:09,-74.00605774,40.73503113,Midtown Manhattan,USA,New York,-74.01075745,40.71615982,Icecream,1.5,1,Cancel,0,,
id0576533,30/6/59,22:54:04,-73.98696136,40.76589584,Upper Manhattan,USA,New York,-73.94604492,40.78121948,Fried Chicken,4.5,2,Success,13,,
id1349994,30/6/59,22:54:01,-73.97981262,40.75893784,Upper Manhattan,USA,New York,-73.98226166,40.73985291,Donut,4.5,4,Success,20,,
id2467928,30/6/59,22:53:56,-73.9797821,40.7710762,Upper Manhattan,USA,New York,-73.97124481,40.74529266,Spagetti,13,2,Success,29,,
id3351750,30/6/59,22:53:51,-73.9628067,40.77517319,Upper Manhattan,USA,New York,-73.95694733,40.78039169,Asian noodle,4.5,1,Success,5,,
id0428290,30/6/59,22:52:46,-73.97250366,40.76399994,Upper Manhattan,USA,New York,-73.94808197,40.804039,Asian noodle,5,2,Success,15,,
id0271028,30/6/59,22:52:37,-73.9857254,40.72698593,Midtown Manhattan,USA,New York,-73.99105835,40.68535614,Spagetti,10,2,Cancel,0,,
id3718272,30/6/59,22:52:35,-74.00933075,40.71477127,Lower Manhattan,USA,New York,-73.98722076,40.72993088,Cheese Steak,10,2,Cancel,0,,
id2509234,30/6/59,22:52:00,-73.98995209,40.75162125,Upper Manhattan,USA,New York,-73.98771667,40.74649048,Spagetti,13,1,Success,14,,
id1388591,30/6/59,22:51:46,-74.00540161,40.73993301,Midtown Manhattan,USA,New York,-73.97927856,40.74982834,Burger,12,1,Success,15,,
id3122246,30/6/59,22:51:44,-73.97690582,40.74991226,Midtown Manhattan,USA,New York,-73.97434235,40.74422836,Hot dog,4.5,4,Success,19,,
id1842326,30/6/59,22:51:20,-73.97529602,40.75217819,Upper Manhattan,USA,New York,-73.98455811,40.72317123,Fried Chicken,5,2,Success,13,,
id3529394,30/6/59,22:50:06,-74.00471497,40.73022842,Midtown Manhattan,USA,New York,-73.99919128,40.74448395,Fried Chicken,13,6,Success,80,,
id1520129,30/6/59,22:50:03,-74.00505066,40.72019958,Midtown Manhattan,USA,New York,-73.9817276,40.75712967,Icecream,2,6,Success,16,,
id0338551,30/6/59,22:50:00,-73.98080444,40.7446022,Midtown Manhattan,USA,New York,-73.99813843,40.73556519,Asian noodle,13,4,Success,54,,
id1208751,30/6/59,22:49:59,-73.98506927,40.74791718,Midtown Manhattan,USA,New York,-73.98429108,40.75587845,Icecream,5,2,Success,11,,
id3406262,30/6/59,22:49:39,-73.9883194,40.74430084,Midtown Manhattan,USA,New York,-73.98561859,40.76210022,Spagetti,13,1,Success,15,,
id1769589,30/6/59,22:49:39,-73.98905945,40.75806808,Upper Manhattan,USA,New York,-73.99440002,40.71955872,Asian noodle,5,6,Success,34,,
id2867593,30/6/59,22:49:35,-73.98222351,40.74252319,Midtown Manhattan,USA,New York,-73.97412109,40.74409866,Tacos,2,6,Success,13,,
id0822086,30/6/59,22:49:13,-73.98934937,40.76293564,Upper Manhattan,USA,New York,-74.00292969,40.76059341,Asian noodle,5,2,Success,11,,
id1309623,30/6/59,22:49:04,-74.00282288,40.7454071,Midtown Manhattan,USA,New York,-73.95207977,40.81311035,Icecream,12,2,Success,32,,
id0837556,30/6/59,22:48:47,-74.01366425,40.71364594,Lower Manhattan,USA,New York,-73.96850586,40.79152298,Donut,12,1,Success,21,,
id0641228,30/6/59,22:47:39,-73.98246765,40.7775383,Upper Manhattan,USA,New York,-73.96366882,40.80284119,Tacos,1.5,4,Cancel,0,,
id3095104,30/6/59,22:47:24,-73.99279785,40.73723984,Midtown Manhattan,USA,New York,-73.98047638,40.74811935,Fried Chicken,5,2,Success,12,,
id1193445,30/6/59,22:46:33,-73.97270966,40.75417709,Upper Manhattan,USA,New York,-73.99468231,40.76083755,Tacos,2,2,Success,6,,
id3426325,30/6/59,22:46:20,-73.99195862,40.75352097,Upper Manhattan,USA,New York,-73.97911835,40.75030899,Cheese Steak,1.5,2,Cancel,0,,
id2006840,30/6/59,22:46:07,-73.98937225,40.73506165,Midtown Manhattan,USA,New York,-73.99884796,40.73464966,Spagetti,2,4,Success,9,,
id0138642,30/6/59,22:45:53,-73.99432373,40.71923447,Lower Manhattan,USA,New York,-73.99182892,40.72582626,Cheese Steak,13,1,Success,14,,
id1913117,30/6/59,22:45:49,-73.98596954,40.69916153,Lower Manhattan,USA,New York,-74.01200867,40.70159531,Fried Chicken,4.5,1,Success,7,,
id0388204,30/6/59,22:44:27,-73.97174072,40.75720215,Upper Manhattan,USA,New York,-73.98904419,40.73086929,Hot dog,12,1,Success,15,,
id0376313,30/6/59,22:44:25,-73.99411011,40.75111008,Upper Manhattan,USA,New York,-73.97221375,40.78919983,Donut,1.5,6,Cancel,0,,
id1789441,30/6/59,22:44:22,-74.01134491,40.7031517,Lower Manhattan,USA,New York,-74.00286102,40.7391777,Pizza,5.5,2,Success,15,,
id1420079,30/6/59,22:44:17,-73.99315643,40.75248718,Upper Manhattan,USA,New York,-73.97438049,40.79579544,Asian noodle,5.5,2,Success,16,,
id2351880,30/6/59,22:43:21,-73.98049927,40.75978851,Upper Manhattan,USA,New York,-73.97779083,40.7779808,Spagetti,5,1,Success,7,,
id1397275,30/6/59,22:43:00,-73.98955536,40.72039032,Midtown Manhattan,USA,New York,-73.97373199,40.74354553,Asian noodle,6.5,2,Success,16,,
id0390786,30/6/59,22:42:42,-73.97650909,40.79072952,Upper Manhattan,USA,New York,-73.99459839,40.75046921,Hot dog,2,1,Success,6,,
id0546256,30/6/59,22:42:31,-73.98928833,40.71901321,Lower Manhattan,USA,New York,-73.98095703,40.74172592,Asian noodle,13,2,Success,28,,
id3660485,30/6/59,22:42:21,-73.98204803,40.77409744,Upper Manhattan,USA,New York,-73.95608521,40.78803253,Spagetti,5,1,Success,8,,
id0333608,30/6/59,22:42:15,-73.99183655,40.70140839,Lower Manhattan,USA,New York,-73.98906708,40.69396973,Donut,4.5,5,Success,23,,
id2182578,30/6/59,22:42:03,-73.98323059,40.75614929,Upper Manhattan,USA,New York,-73.98537445,40.74720383,Asian noodle,6.5,4,Success,27,,
id1158338,30/6/59,22:41:40,-73.99233246,40.7486496,Midtown Manhattan,USA,New York,-73.99977112,40.72843933,Tacos,12,1,Success,14,,
id2081327,30/6/59,22:40:51,-73.99137115,40.72988892,Midtown Manhattan,USA,New York,-73.98402405,40.72629547,Fried Chicken,4.5,1,Success,5,,
id0570771,30/6/59,22:40:36,-73.98503876,40.75349045,Upper Manhattan,USA,New York,-73.97647095,40.78564072,Asian noodle,4.5,1,Success,8,,
id1164851,30/6/59,22:40:18,-73.98243713,40.74597549,Midtown Manhattan,USA,New York,-73.96814728,40.75982666,Fried Chicken,10,2,Cancel,0,,
id2301122,30/6/59,22:40:11,-73.97786713,40.7488327,Midtown Manhattan,USA,New York,-73.99832153,40.73208237,Asian noodle,13,1,Success,16,,
id0621806,30/6/59,22:39:47,-73.98043823,40.76051331,Upper Manhattan,USA,New York,-73.98818207,40.76561356,Donut,5,2,Success,11,,
id2346650,30/6/59,22:39:32,-73.97283936,40.79343033,Upper Manhattan,USA,New York,-73.95511627,40.8073616,Hot dog,8,2,Cancel,0,,
id2142929,30/6/59,22:39:27,-73.99314117,40.70248413,Lower Manhattan,USA,New York,-74.00054932,40.65834808,Icecream,10,2,Cancel,0,,
id1571334,30/6/59,22:38:44,-73.99948883,40.74256516,Midtown Manhattan,USA,New York,-73.98887634,40.75854111,Icecream,10,2,Cancel,0,,
id2392119,30/6/59,22:38:21,-73.99184418,40.74945068,Midtown Manhattan,USA,New York,-74.00577545,40.74027252,Icecream,1.5,12,Cancel,0,,
id3309614,30/6/59,22:38:15,-73.99362946,40.71539688,Lower Manhattan,USA,New York,-73.9983139,40.74695206,Pizza,5,2,Success,13,,
id3496031,30/6/59,22:37:47,-73.97731018,40.77242661,Upper Manhattan,USA,New York,-73.98468781,40.76836014,Cheese Steak,2,2,Success,5,,
id2957189,30/6/59,22:37:47,-73.99427032,40.75080872,Upper Manhattan,USA,New York,-73.98739624,40.75625992,Tacos,13,1,Success,14,,
id2015806,30/6/59,22:37:38,-74.00379181,40.71698761,Lower Manhattan,USA,New York,-73.94303131,40.71687317,Icecream,5,3,Success,21,,
id0421433,30/6/59,22:37:13,-73.9754715,40.74899292,Midtown Manhattan,USA,New York,-73.99449921,40.7457428,Fried Chicken,4.5,2,Success,11,,
id1760508,30/6/59,22:37:13,-73.98331451,40.76122665,Upper Manhattan,USA,New York,-73.98986053,40.74888611,Burger,6.5,4,Success,27,,
id2414773,30/6/59,22:36:29,-73.97379303,40.75172043,Upper Manhattan,USA,New York,-73.97888184,40.7824173,Tacos,4.5,2,Success,12,,
id3365425,30/6/59,22:35:20,-73.98352051,40.73004913,Midtown Manhattan,USA,New York,-73.99465942,40.74205017,Hot dog,10,2,Cancel,0,,
id1125828,30/6/59,22:35:02,-73.96089172,40.76094818,Upper Manhattan,USA,New York,-73.97213745,40.74734879,Pizza,5.5,5,Success,29,,
id1593512,30/6/59,22:35:02,-73.97241974,40.75914001,Upper Manhattan,USA,New York,-73.99265289,40.73971176,Donut,4.5,2,Success,12,,
id2412190,30/6/59,22:33:28,-73.98974609,40.72311401,Midtown Manhattan,USA,New York,-73.9495697,40.74555206,Hot dog,10,2,Cancel,0,,
id0644919,30/6/59,22:33:24,-73.98831177,40.72491074,Midtown Manhattan,USA,New York,-74.00511932,40.71939468,Spagetti,13,1,Success,15,,
id1827002,30/6/59,22:33:18,-73.98641968,40.76161957,Upper Manhattan,USA,New York,-73.97268677,40.79325867,Cheese Steak,5,2,Success,13,,
id3975362,30/6/59,22:32:59,-73.98208618,40.73191833,Midtown Manhattan,USA,New York,-73.98487854,40.74604797,Pizza,1.5,1,Cancel,0,,
id1134963,30/6/59,22:32:47,-73.98233795,40.77151108,Upper Manhattan,USA,New York,-73.96881104,40.7698288,Cheese Steak,8,5,Cancel,0,,
id3928491,30/6/59,22:32:09,-73.98802948,40.73873901,Midtown Manhattan,USA,New York,-73.95397949,40.78440857,Donut,6.5,2,Success,19,,
id1796952,30/6/59,22:31:59,-73.96814728,40.76543045,Upper Manhattan,USA,New York,-73.97660828,40.75453186,Burger,5,2,Success,11,,
id3487254,30/6/59,22:30:54,-73.98490906,40.74803543,Midtown Manhattan,USA,New York,-73.98583984,40.75981522,Tacos,1.5,3,Cancel,0,,
id1516431,30/6/59,22:30:50,-74.0068512,40.73006058,Midtown Manhattan,USA,New York,-74.00298309,40.73912048,Icecream,5.5,1,Success,6,,
id3636941,30/6/59,22:30:35,-73.98232269,40.7685585,Upper Manhattan,USA,New York,-73.99089813,40.76071167,Spagetti,8,6,Cancel,0,,
id0033058,30/6/59,22:30:31,-73.97662354,40.75926971,Upper Manhattan,USA,New York,-73.97658539,40.7500267,Spagetti,2,1,Success,3,,
id3650802,30/6/59,22:30:19,-73.97075653,40.75851822,Upper Manhattan,USA,New York,-73.98001099,40.77035141,Spagetti,6.5,4,Success,28,,
id1107166,30/6/59,22:29:24,-73.96581268,40.76551056,Upper Manhattan,USA,New York,-73.99137878,40.74988937,Cheese Steak,4.5,2,Success,12,,
id0352882,30/6/59,22:28:59,-73.98987579,40.76673889,Upper Manhattan,USA,New York,-73.98254395,40.77677155,Hot dog,12,2,Success,25,,
id1766227,30/6/59,22:28:56,-73.98257446,40.74510193,Midtown Manhattan,USA,New York,-73.95745087,40.77422333,Cheese Steak,5.5,2,Success,15,,
id1195534,30/6/59,22:28:50,-73.97583008,40.7637558,Upper Manhattan,USA,New York,-73.94693756,40.77752686,Hot dog,4.5,4,Success,21,,
id1059684,30/6/59,22:28:14,-74.01537323,40.71591187,Lower Manhattan,USA,New York,-73.96851349,40.79896164,Spagetti,5.5,4,Success,32,,
id0940199,30/6/59,22:28:13,-73.96130371,40.79644012,Upper Manhattan,USA,New York,-73.96176147,40.77963257,Fried Chicken,5,2,Success,12,,
id2528163,30/6/59,22:27:48,-73.98728943,40.73593903,Midtown Manhattan,USA,New York,-73.97583771,40.73262024,Icecream,8,2,Cancel,0,,
id0919966,30/6/59,22:27:33,-73.99092865,40.76599884,Upper Manhattan,USA,New York,-73.97998047,40.72686005,Fried Chicken,2,6,Success,16,,
id2826168,30/6/59,22:27:23,-73.98698425,40.72229004,Midtown Manhattan,USA,New York,-73.97537231,40.75778198,Cheese Steak,5,1,Success,9,,
id2170803,30/6/59,22:26:33,-74.00590515,40.73998642,Midtown Manhattan,USA,New York,-73.99715424,40.73758698,Tacos,2,1,Success,3,,
id2000184,30/6/59,22:26:02,-73.97234344,40.75909042,Upper Manhattan,USA,New York,-74.0063324,40.74388885,Burger,5,2,Success,14,,
id3375121,30/6/59,22:25:42,-73.99343872,40.68235016,Lower Manhattan,USA,New York,-73.97254181,40.68743896,Donut,13,10,Success,132,,
id1202903,30/6/59,22:25:39,-73.98094177,40.75340271,Upper Manhattan,USA,New York,-73.99246979,40.69868469,Hot dog,10,1,Cancel,0,,
id2255141,30/6/59,22:25:37,-74.01424408,40.71141052,Lower Manhattan,USA,New York,-74.00250244,40.76071548,Fried Chicken,5.5,3,Success,22,,
id3965726,30/6/59,22:25:36,-73.98175812,40.75261688,Upper Manhattan,USA,New York,-73.98840332,40.7393837,Donut,5.5,2,Success,12,,
id2656610,30/6/59,22:25:32,-73.98355865,40.74937057,Midtown Manhattan,USA,New York,-73.91265869,40.8757782,Fried Chicken,1.5,2,Cancel,0,,
id0434956,30/6/59,22:25:26,-74.0062561,40.73419189,Midtown Manhattan,USA,New York,-74.0094986,40.7156868,Hot dog,13,6,Success,80,,
id1877189,30/6/59,22:23:57,-73.98539734,40.73570251,Midtown Manhattan,USA,New York,-73.95730591,40.76177216,Burger,12,1,Success,16,,
id3040815,30/6/59,22:23:39,-74.00193787,40.75074005,Upper Manhattan,USA,New York,-73.96761322,40.78794098,Cheese Steak,5,2,Success,15,,
id0093716,30/6/59,22:23:36,-74.01032257,40.7120018,Lower Manhattan,USA,New York,-74.00878143,40.70982742,Asian noodle,1.5,1,Cancel,0,,
id1103050,30/6/59,22:23:30,-73.97136688,40.75115967,Upper Manhattan,USA,New York,-73.98265839,40.73937988,Cheese Steak,12,2,Success,26,,
id1422184,30/6/59,22:23:18,-74.00245667,40.73886871,Midtown Manhattan,USA,New York,-73.9588623,40.76379013,Burger,12,2,Success,29,,
id0864746,30/6/59,22:22:58,-73.96470642,40.76160431,Upper Manhattan,USA,New York,-73.98345947,40.7670517,Icecream,4.5,1,Success,6,,
id2755735,30/6/59,22:22:53,-74.00252533,40.75010681,Upper Manhattan,USA,New York,-73.98112488,40.75525284,Pizza,8,1,Cancel,0,,
id3112806,30/6/59,22:22:22,-73.99128723,40.75020981,Upper Manhattan,USA,New York,-74.01444244,40.7179718,Tacos,4.5,2,Success,13,,
id0739111,30/6/59,22:22:16,-73.97930908,40.74697876,Midtown Manhattan,USA,New York,-73.97499084,40.64735031,Fried Chicken,5,1,Success,15,,
id1791696,30/6/59,22:22:01,-73.97766113,40.75460815,Upper Manhattan,USA,New York,-73.99524689,40.76041031,Donut,6.5,2,Success,15,,
id1963006,30/6/59,22:21:42,-73.99542236,40.73088074,Midtown Manhattan,USA,New York,-73.96051788,40.7698288,Tacos,6.5,2,Success,18,,
id1373197,30/6/59,22:21:36,-73.97076416,40.75551987,Upper Manhattan,USA,New York,-73.94980621,40.77369308,Spagetti,1.5,2,Cancel,0,,
id3708923,30/6/59,22:21:22,-73.97828674,40.72982025,Midtown Manhattan,USA,New York,-73.98031616,40.74364853,Tacos,12,1,Success,13,,
id3726580,30/6/59,22:21:06,-73.99766541,40.72090149,Midtown Manhattan,USA,New York,-73.98579407,40.7521286,Pizza,12,2,Success,27,,
id1787838,30/6/59,22:20:57,-73.99282837,40.68848419,Lower Manhattan,USA,New York,-73.96476746,40.68102646,Fried Chicken,4.5,1,Success,7,,
id3340304,30/6/59,22:20:48,-74.0044632,40.74178314,Midtown Manhattan,USA,New York,-73.97731018,40.74972916,Tacos,10,1,Cancel,0,,
id2846350,30/6/59,22:20:20,-74.00662231,40.74412155,Midtown Manhattan,USA,New York,-73.98245239,40.73784637,Donut,12,1,Success,14,,
id0047251,30/6/59,22:20:20,-74.00432587,40.74768829,Midtown Manhattan,USA,New York,-73.98724365,40.74785233,Burger,1.5,2,Cancel,0,,
id1753016,30/6/59,22:20:18,-73.98601532,40.72709274,Midtown Manhattan,USA,New York,-73.97714996,40.66428375,Spagetti,2,1,Success,8,,
id2953343,30/6/59,22:19:13,-73.99318695,40.74230957,Midtown Manhattan,USA,New York,-73.99185181,40.75547028,Spagetti,2,1,Success,3,,
id3107674,30/6/59,22:18:57,-74.00067139,40.72980118,Midtown Manhattan,USA,New York,-74.0075531,40.74092865,Fried Chicken,2,2,Success,5,,
id0002608,30/6/59,22:18:49,-73.99462128,40.72603989,Midtown Manhattan,USA,New York,-73.99008179,40.7379303,Cheese Steak,8,5,Cancel,0,,
id2990394,30/6/59,22:18:45,-73.98539734,40.74689102,Midtown Manhattan,USA,New York,-73.98964691,40.76702881,Tacos,1.5,3,Cancel,0,,
id3598152,30/6/59,22:18:44,-73.99163055,40.72666168,Midtown Manhattan,USA,New York,-73.98059082,40.74263763,Tacos,13,4,Success,54,,
id2346163,30/6/59,22:18:34,-74.00174713,40.73264313,Midtown Manhattan,USA,New York,-73.9790802,40.74722672,Asian noodle,8,1,Cancel,0,,
id2584584,30/6/59,22:18:18,-73.96018219,40.78149796,Upper Manhattan,USA,New York,-73.94746399,40.77541351,Tacos,12,2,Success,25,,
id2727364,30/6/59,22:18:12,-73.98715973,40.7217598,Midtown Manhattan,USA,New York,-73.99131775,40.71741104,Pizza,4.5,2,Success,10,,
id0797438,30/6/59,22:18:11,-73.96797943,40.79990387,Upper Manhattan,USA,New York,-73.9464035,40.80630875,Hot dog,2,2,Success,6,,
id3317688,30/6/59,22:17:42,-73.96531677,40.76931,Upper Manhattan,USA,New York,-73.9864502,40.77746964,Icecream,12,1,Success,14,,
id3961925,30/6/59,22:17:21,-74.00331116,40.74568939,Midtown Manhattan,USA,New York,-74.00458527,40.70719147,Cheese Steak,10,2,Cancel,0,,
id3484246,30/6/59,22:16:16,-73.96917725,40.7658844,Upper Manhattan,USA,New York,-73.96246338,40.76426315,Cheese Steak,12,1,Success,13,,
id2093374,30/6/59,22:15:59,-73.97460175,40.76168823,Upper Manhattan,USA,New York,-73.98921204,40.75643158,Pizza,10,4,Cancel,0,,
id0679904,30/6/59,22:15:32,-74.0091095,40.71546555,Lower Manhattan,USA,New York,-74.00971985,40.72227478,Donut,8,1,Cancel,0,,
id0626723,30/6/59,22:15:30,-74.0002594,40.72239304,Midtown Manhattan,USA,New York,-73.9921875,40.74932098,Spagetti,5.5,4,Success,25,,
id1576197,30/6/59,22:14:59,-73.99121857,40.74990845,Midtown Manhattan,USA,New York,-74.00858307,40.74060059,Donut,6.5,4,Success,28,,
id0824689,30/6/59,22:13:39,-73.97942352,40.76541138,Upper Manhattan,USA,New York,-73.9682312,40.75314331,Tacos,13,2,Success,28,,
id1676272,30/6/59,22:13:02,-73.98741913,40.76284409,Upper Manhattan,USA,New York,-73.95458984,40.77793884,Hot dog,8,3,Cancel,0,,
id0627637,30/6/59,22:12:43,-73.9987793,40.7341423,Midtown Manhattan,USA,New York,-73.96835327,40.75479889,Hot dog,8,4,Cancel,0,,
id3961005,30/6/59,22:10:55,-73.9868927,40.7209816,Midtown Manhattan,USA,New York,-73.98299408,40.78466034,Fried Chicken,4.5,4,Success,24,,
id0676864,30/6/59,22:10:44,-74.00247192,40.73415375,Midtown Manhattan,USA,New York,-73.98806,40.72051239,Burger,12,1,Success,14,,
id2737671,30/6/59,22:10:15,-73.98396301,40.72537613,Midtown Manhattan,USA,New York,-73.9749527,40.75223923,Donut,4.5,4,Success,21,,
id2555095,30/6/59,22:10:07,-74.00572968,40.75072479,Upper Manhattan,USA,New York,-74.0038147,40.73270035,Hot dog,4.5,4,Success,20,,
id2216054,30/6/59,22:09:49,-74.01092529,40.67901611,Lower Manhattan,USA,New York,-73.99452972,40.75022125,Fried Chicken,12,2,Success,31,,
id1879755,30/6/59,22:09:29,-73.9793396,40.75603104,Upper Manhattan,USA,New York,-73.9993515,40.74411774,Asian noodle,13,1,Success,15,,
id0195472,30/6/59,22:09:15,-73.97577667,40.77627182,Upper Manhattan,USA,New York,-73.96041107,40.77819061,Burger,4.5,1,Success,6,,
id3264821,30/6/59,22:09:04,-74.00228119,40.73975754,Midtown Manhattan,USA,New York,-73.99468994,40.75035095,Asian noodle,10,2,Cancel,0,,
id3809466,30/6/59,22:08:09,-73.97771454,40.75556564,Upper Manhattan,USA,New York,-73.94002533,40.808815,Cheese Steak,2,1,Success,9,,
id3871456,30/6/59,22:06:49,-74.00926971,40.70357132,Lower Manhattan,USA,New York,-73.97914124,40.72785187,Burger,13,10,Success,134,,
id3362959,30/6/59,22:06:39,-73.97264099,40.75645065,Upper Manhattan,USA,New York,-74.00737762,40.74097824,Donut,5,10,Success,54,,
id1123000,30/6/59,22:06:06,-73.96009064,40.77066422,Upper Manhattan,USA,New York,-73.86531067,40.72541809,Spagetti,10,2,Cancel,0,,
id0426056,30/6/59,22:06:01,-74.00834656,40.72154617,Midtown Manhattan,USA,New York,-74.00598907,40.74509811,Tacos,12,1,Success,14,,
id3169766,30/6/59,22:05:31,-73.99760437,40.71939468,Lower Manhattan,USA,New York,-73.9920578,40.75405884,Donut,4.5,4,Success,22,,
id3783179,30/6/59,22:05:27,-74.00511932,40.72063446,Midtown Manhattan,USA,New York,-73.98860931,40.70244598,Burger,12,2,Success,26,,
id3812808,30/6/59,22:05:15,-73.98960114,40.7180481,Lower Manhattan,USA,New York,-73.97665405,40.66960907,Hot dog,10,3,Cancel,0,,
id0625495,30/6/59,22:05:09,-73.9743576,40.76218414,Upper Manhattan,USA,New York,-73.96840668,40.75475693,Tacos,8,2,Cancel,0,,
id2177275,30/6/59,22:05:03,-74.00598145,40.73562241,Midtown Manhattan,USA,New York,-74.01477051,40.71416092,Donut,8,6,Cancel,0,,
id0175084,30/6/59,22:05:03,-73.96484375,40.76986313,Upper Manhattan,USA,New York,-73.9648819,40.75810242,Cheese Steak,5,4,Success,21,,
id0721910,30/6/59,22:04:19,-73.98061371,40.76379776,Upper Manhattan,USA,New York,-73.96954346,40.79874039,Spagetti,13,1,Success,17,,
id2685023,30/6/59,22:03:46,-73.98097229,40.7844429,Upper Manhattan,USA,New York,-73.97988129,40.74163437,Tacos,2,2,Success,8,,
id3482357,30/6/59,22:03:44,-73.98072815,40.74208832,Midtown Manhattan,USA,New York,-74.02427673,40.63391113,Burger,10,1,Cancel,0,,
id2245371,30/6/59,22:03:40,-73.98854065,40.73139572,Midtown Manhattan,USA,New York,-74.00257874,40.75003052,Icecream,1.5,2,Cancel,0,,
id1278193,30/6/59,22:03:30,-73.97252655,40.75613403,Upper Manhattan,USA,New York,-73.99212646,40.74913406,Asian noodle,1.5,2,Cancel,0,,
id1158031,30/6/59,22:03:23,-73.9759903,40.76036072,Upper Manhattan,USA,New York,-73.9718399,40.76216125,Spagetti,10,1,Cancel,0,,
id1509114,30/6/59,22:03:21,-74.0102005,40.71205139,Lower Manhattan,USA,New York,-74.00640869,40.70835876,Pizza,5.5,10,Success,56,,
id2751524,30/6/59,22:03:11,-73.97084808,40.75850296,Upper Manhattan,USA,New York,-73.98178101,40.73675156,Spagetti,2,4,Success,10,,
id3129627,30/6/59,22:03:11,-73.98120117,40.76416016,Upper Manhattan,USA,New York,-73.98751068,40.72869873,Asian noodle,6.5,1,Success,10,,
id1635850,30/6/59,22:03:01,-73.98388672,40.72164154,Midtown Manhattan,USA,New York,-73.96615601,40.80458069,Burger,10,1,Cancel,0,,
id0028611,30/6/59,22:02:52,-73.97284698,40.75907135,Upper Manhattan,USA,New York,-74.00821686,40.71672821,Icecream,13,2,Success,32,,
id1325493,30/6/59,22:02:31,-73.98925781,40.76364899,Upper Manhattan,USA,New York,-73.97753906,40.75381088,Pizza,5,2,Success,12,,
id1597746,30/6/59,22:02:16,-73.98083496,40.74796677,Midtown Manhattan,USA,New York,-73.96842194,40.75861359,Burger,4.5,1,Success,6,,
id1045588,30/6/59,22:01:46,-73.99105072,40.7503624,Upper Manhattan,USA,New York,-73.99769592,40.71960831,Cheese Steak,4.5,4,Success,21,,
id1022607,30/6/59,22:01:36,-74.01283264,40.7077446,Lower Manhattan,USA,New York,-73.99334717,40.65954971,Fried Chicken,12,6,Success,77,,
id0337753,30/6/59,22:01:10,-73.99801636,40.7451973,Midtown Manhattan,USA,New York,-73.98135376,40.73817062,Burger,5.5,1,Success,7,,
id0141150,30/6/59,22:00:31,-74.00991058,40.72071075,Midtown Manhattan,USA,New York,-74.00238037,40.74013901,Hot dog,1.5,4,Cancel,0,,
id0868004,30/6/59,21:59:48,-73.97226715,40.75982666,Upper Manhattan,USA,New York,-73.94926453,40.77688599,Fried Chicken,1.5,4,Cancel,0,,
id2736277,30/6/59,21:59:37,-73.97003174,40.76399612,Upper Manhattan,USA,New York,-74.00195313,40.7339859,Donut,1.5,2,Cancel,0,,
id1823119,30/6/59,21:59:36,-73.98483276,40.72825623,Midtown Manhattan,USA,New York,-73.97729492,40.73864746,Pizza,12,1,Success,13,,
id3641265,30/6/59,21:59:31,-73.98860931,40.73711014,Midtown Manhattan,USA,New York,-73.93240356,40.85702896,Cheese Steak,13,1,Success,26,,
id2368838,30/6/59,21:59:26,-73.9808197,40.75382996,Upper Manhattan,USA,New York,-73.97299957,40.78775024,Cheese Steak,10,2,Cancel,0,,
id3853565,30/6/59,21:58:57,-74.00849915,40.72018433,Midtown Manhattan,USA,New York,-74.00151062,40.72930908,Tacos,13,6,Success,79,,
id1939982,30/6/59,21:58:41,-73.97905731,40.75930023,Upper Manhattan,USA,New York,-73.9737854,40.7830162,Cheese Steak,4.5,3,Success,16,,
id1415311,30/6/59,21:58:27,-73.97210693,40.76240921,Upper Manhattan,USA,New York,-73.96768188,40.8020401,Donut,1.5,2,Cancel,0,,
id0830841,30/6/59,21:58:09,-74.00145721,40.73585129,Midtown Manhattan,USA,New York,-73.94979095,40.72225189,Donut,6.5,2,Success,18,,
id0202012,30/6/59,21:57:57,-73.99365234,40.75720978,Upper Manhattan,USA,New York,-73.99343109,40.7359314,Donut,1.5,2,Cancel,0,,
id3746505,30/6/59,21:57:17,-74.00810242,40.71706009,Lower Manhattan,USA,New York,-73.99523163,40.74402618,Donut,5.5,2,Success,14,,
id0076494,30/6/59,21:57:13,-73.98448944,40.75969696,Upper Manhattan,USA,New York,-73.9875412,40.71997452,Icecream,5,10,Success,54,,
id2025500,30/6/59,21:56:41,-73.97248077,40.67752457,Lower Manhattan,USA,New York,-73.95545959,40.67202759,Hot dog,12,1,Success,14,,
id0088193,30/6/59,21:56:20,-73.96338654,40.77472305,Upper Manhattan,USA,New York,-73.94455719,40.79322052,Fried Chicken,6.5,2,Success,16,,
